Id,Predicted
78646,440704.62
50032,433769.4
167436,737718.06
25911,312305.84
140037,409103.94
117935,550872.25
122922,416276.03
28738,327380.84
129413,425089.8
65411,562855.3
20519,237889.6
148799,490483.16
96848,376042.84
167854,473697.25
90027,432595.62
124583,403081.22
123841,420445.2
143815,509369.3
100928,351939.38
64554,437737.62
27802,257282.23
55996,293131.72
168480,487740.53
18511,327301.62
7174,287166.12
107447,396457.7
109945,408684.72
109304,549912.8
33225,251342.36
31504,281266.78
85162,296551.6
164868,410530.47
102092,406244.44
5618,333785.34
45425,372357.94
127376,471697.62
156938,452756.2
127635,532735.75
111774,683789.44
141311,674818.2
68733,403663.1
171431,835517.25
57288,292523.0
147560,550763.4
83283,539214.9
180470,550253.8
85424,454510.72
30049,342436.34
138841,466470.62
138637,361636.66
178178,797553.06
69976,739377.44
139744,564860.0
58256,307106.47
104665,410533.4
169191,613894.44
55984,424443.4
40354,377997.8
59813,237341.72
142178,367616.4
104367,469219.12
135075,359552.2
16278,293754.7
49191,435847.72
95010,391836.84
179668,586932.4
111338,368108.4
76006,410020.97
106534,434372.66
78933,718119.6
76196,581598.7
110996,464779.75
145016,444464.72
133526,438949.1
67069,594632.56
77499,304123.75
51668,586158.9
64752,493173.06
148430,424549.25
63329,314194.06
173406,442833.78
79182,379086.2
139963,399646.4
119727,374800.72
14184,348205.12
63325,675971.94
69906,672266.8
150715,370426.38
10423,346644.34
13226,269752.62
166355,491167.66
162216,488436.56
43071,334209.5
103161,493855.94
168506,571856.44
30707,447153.66
54877,411483.22
77637,323062.4
54304,307912.4
71775,646105.25
116543,319385.88
18877,370617.72
98865,407722.84
169535,503005.34
155674,368316.7
46410,395771.94
25354,332658.4
149242,398652.06
156019,549379.44
2372,190122.28
167793,498403.53
13539,369400.44
96889,568674.75
12180,248348.61
30975,446248.53
142091,723055.8
141417,551934.5
88385,508707.56
118140,480621.38
130703,442539.8
78738,476193.94
31269,329193.75
109042,453638.72
48367,413054.84
169027,485941.34
94564,371991.9
69161,591847.8
109455,624050.8
102048,492672.03
142061,649476.4
80360,311711.06
108330,437707.84
45894,283120.34
184619,771431.94
44807,332162.94
86934,369585.88
99343,358429.94
168916,515285.47
89276,674217.6
51815,327280.94
125813,447179.66
107171,379807.8
154642,387875.4
10072,332822.75
68097,351330.97
160821,557627.56
19655,282742.2
142752,422506.34
36940,336602.78
111126,398279.8
596,259831.84
71019,373318.22
4479,343343.5
55848,437602.66
85188,454209.2
125357,354889.7
14647,295121.22
162730,538676.0
150653,406380.28
120056,386466.62
169156,659918.5
67935,761733.25
174388,726018.44
182913,628655.56
54148,308328.0
131866,630784.94
149984,441330.4
159985,508049.03
95496,366223.5
112843,390454.12
49524,342599.22
27369,286625.78
30825,433339.75
169753,668914.25
92534,402276.56
129225,424507.47
13062,307305.2
130722,504461.6
134157,410030.94
165859,536272.5
66301,422775.4
83618,440648.94
107691,417040.4
105232,388324.06
48298,646487.1
40648,289775.88
71976,508258.4
72896,670253.75
74551,371601.75
44973,325758.34
29347,310378.38
141919,430319.4
106300,340538.78
131980,487458.9
133141,448786.53
3973,337267.75
40519,312539.44
180446,588188.56
175025,541394.2
75064,393581.03
18793,320243.66
149491,406896.0
154754,498393.25
132371,380726.66
134999,447827.88
165322,560136.2
108805,435857.9
140691,510390.22
156367,525465.5
85858,539605.06
152700,452908.62
185104,523481.8
70218,406123.8
10393,310731.75
165123,538894.0
55106,383235.1
88369,375968.44
41779,554564.0
130816,424388.28
31211,345765.28
166757,697210.7
108437,409664.3
185814,848782.25
73304,444443.47
148656,485962.12
84559,350159.88
151222,418434.47
2069,191469.08
182640,703096.1
157520,509050.47
153201,521620.7
51319,385582.62
167197,510804.7
56328,795351.0
7586,300923.56
4962,483396.94
17286,241730.69
17996,308659.62
136652,534664.94
107533,390422.7
35676,302290.25
63528,411604.38
88024,358195.88
92245,440318.88
121431,525542.06
117675,401999.4
134315,597318.75
80382,385405.28
5676,349579.06
85834,415344.9
7544,293026.78
76545,414781.9
182269,806388.2
115301,401826.06
184499,781100.06
89274,790124.1
96978,462110.97
22476,282569.2
43684,345858.8
103852,521008.7
6660,267771.34
149136,621882.44
55623,334368.84
154963,386117.7
118607,410082.97
66046,402285.1
50815,413938.4
88378,437310.72
47559,368531.3
96116,413939.0
31651,254224.25
141186,626431.0
142321,736241.7
47123,295110.25
176333,603770.25
3011,334118.7
68006,640409.06
183387,455884.38
36465,359701.75
39670,291705.66
173044,491510.7
7197,297695.16
35841,284380.34
185880,739469.1
64929,707070.44
99553,472394.53
59246,295845.22
122401,394644.12
5750,323052.44
54602,287861.78
57503,255308.94
139988,432475.53
61441,863887.4
3816,352890.28
157223,474143.7
45836,331641.03
155755,397997.5
1314,232079.11
172283,567005.4
183939,709271.3
102449,442813.94
130038,415919.38
69337,824504.4
59437,285191.25
100231,453750.4
184320,583475.4
121624,425280.25
175778,471751.2
49838,294356.38
112596,435417.8
92825,752400.6
3175,518931.53
20599,286077.72
90059,458232.12
8718,248599.55
56904,813979.25
140415,409852.72
45486,373795.2
72264,402356.78
102129,452933.84
5083,432232.0
23403,386717.88
57581,697355.56
165475,526172.75
88985,461797.16
30967,443610.94
19270,380303.1
39924,291846.06
52520,562150.1
151658,347135.3
145774,566050.06
52004,340678.62
109232,387229.62
32071,275942.3
421,244702.3
150070,440774.97
157555,448317.56
141514,330034.25
137558,565068.94
155571,432017.56
162016,551865.4
47743,335440.56
42863,343500.8
60316,362713.28
119376,517640.5
96534,443472.03
97787,462355.38
46854,313515.03
131197,385957.84
45750,377262.8
75580,607752.25
122938,462850.5
24952,281747.1
8713,235245.3
29044,333201.4
33794,412558.3
155354,576967.75
174630,605365.0
357,246894.14
52446,407409.8
173530,446048.12
9167,314059.06
2712,238432.7
34228,398270.06
14795,290142.53
101108,501626.25
182805,548534.6
101314,508951.56
71207,362069.03
24463,322409.12
161441,447771.12
62066,318695.84
140608,429152.44
9901,292424.88
167009,478468.03
70131,359774.38
111696,558316.6
69883,788693.0
68434,422277.25
10786,260277.77
104011,500112.25
108425,366644.53
120804,406968.5
26582,376740.94
20975,444405.6
134633,434536.75
97941,434754.34
107642,400248.3
161902,470810.66
100312,839110.3
95448,396937.34
21815,330891.22
149382,701862.06
74108,743317.5
123994,630718.1
146443,514211.8
108700,342452.7
22001,465075.3
74783,343464.34
119865,390911.16
141913,407913.78
74995,429322.78
135235,302868.56
48589,334958.47
914,218368.0
119943,391772.88
99440,353322.8
144341,665280.9
97930,531015.3
90951,406247.4
131041,349527.7
84731,448860.56
135546,815805.6
127448,458346.84
61300,297972.78
63131,370510.88
25238,353683.53
180340,591200.4
99506,316900.38
183854,752643.8
94910,427820.97
44500,329614.22
63085,335646.25
164640,843297.7
16313,356170.62
132985,424249.06
101842,374002.66
5938,457097.4
44937,336044.8
170855,632367.6
40121,261719.98
74424,412982.94
156663,651837.5
181734,773267.5
109020,556592.06
54192,336758.16
121171,559034.1
118207,744953.2
103252,425690.84
46896,304511.25
175241,696171.5
9111,467870.72
172947,440440.22
60940,407507.66
77395,363644.16
83691,479289.6
11241,356820.6
58884,330363.9
33511,334520.1
35455,286935.3
134929,449824.28
127658,501061.5
74414,449689.94
23654,319952.7
41430,277326.44
96127,480433.25
66839,374734.16
68946,422951.84
167240,752389.75
75029,430353.22
164287,407024.25
7830,315231.6
33316,321629.25
59853,409985.6
77185,388271.38
131362,353463.1
60057,396585.66
62703,528242.25
7301,276930.84
62430,426413.75
90275,502861.44
41898,765979.3
147521,344870.97
16961,366075.97
51376,337821.94
115157,398537.28
120634,596031.25
125261,403198.7
95547,434095.75
3515,342876.97
76413,307800.78
170768,588335.3
127634,524879.4
66815,677787.44
5490,367986.97
142611,388047.97
65774,942163.94
92958,515492.44
84749,300125.06
116909,535558.1
85064,334716.62
94989,538608.9
185937,766117.06
67686,488484.12
132595,479838.3
45139,433223.6
29101,370236.38
20069,372121.8
22550,239807.3
174839,574143.1
114955,555054.9
146788,418624.28
83092,561545.06
135246,380309.0
61802,869833.1
137382,401649.66
145401,465129.88
58300,323450.22
140496,335716.6
149481,440097.88
136826,513706.72
69083,480327.3
149913,410754.5
105985,459723.16
112379,432501.7
24595,252703.94
170528,480185.06
137587,754682.5
50622,426320.75
20491,313035.44
20537,233668.47
18157,344252.94
157941,821907.9
92700,601191.0
123974,489170.28
173075,390212.84
141277,442712.75
112473,416753.0
75725,578998.8
148084,624142.8
163134,625302.44
169551,469806.9
97936,469268.06
5409,401987.22
181576,527559.25
176565,702782.25
69920,638444.1
155355,495721.38
169526,483240.72
175592,982553.94
11800,293546.28
76885,417203.56
150140,567133.06
15952,357751.0
163132,429530.75
182445,592415.1
1689,271395.7
43974,328934.53
15651,269566.25
51632,434062.5
44152,300708.12
79260,456863.3
126131,470576.56
146446,497015.9
35453,282137.16
24575,471079.1
153177,484424.7
11722,326214.47
13333,325124.4
155121,680306.3
101310,521871.94
53959,461165.03
23876,277018.4
126643,431388.4
86844,619729.2
53505,341248.72
180050,653700.9
1112,357837.84
181162,633275.75
57024,446417.47
87181,363333.7
1248,258344.08
59383,455911.06
162369,445276.1
133350,792187.25
99669,638952.6
34764,533264.2
62298,430635.25
35998,417810.34
1607,291008.5
32970,359525.4
26641,362285.7
175224,707186.75
110327,368889.66
156595,500413.34
163067,467606.3
60715,408480.44
150551,416690.16
58057,518474.84
175585,988205.6
15757,277895.34
20005,325867.66
60657,384330.94
81819,440252.4
174859,587597.4
107651,503163.6
145839,549635.5
109597,374703.8
64677,337519.16
170987,364027.66
132448,640299.4
615,294395.4
328,365921.9
170503,444336.84
54169,378075.62
101792,379202.34
53716,264264.8
118305,401820.78
159348,470309.97
47524,313399.38
120095,452708.22
89161,498516.28
122216,385053.3
22639,254312.58
105567,892198.3
36501,274296.62
90278,502861.44
176235,570142.75
133638,432983.5
49178,380936.0
25528,304002.88
47155,409565.22
69881,658874.2
78321,507726.62
55247,268038.34
86287,736665.56
105381,445629.25
81889,356608.28
114435,328067.8
60550,310714.1
85101,387857.34
87805,554117.5
21257,338883.12
57009,316108.88
57447,337374.06
96458,471591.84
133136,440074.12
5000,238496.78
42652,426029.62
23784,389588.5
11571,329412.56
162263,501608.94
185322,551225.25
95243,385593.06
98025,463610.03
121413,540886.44
16255,329746.2
169864,600343.5
65094,293254.34
106745,348691.3
35269,380453.12
182962,654438.1
67245,310345.25
146159,491729.78
67199,356729.8
153321,540450.3
171081,797125.06
64169,463635.56
59992,319349.0
87375,550691.94
45489,367262.53
133891,417065.34
28201,313219.78
181799,577627.9
128771,724180.44
100544,435677.53
117827,561633.56
125112,573542.6
41283,307805.44
143488,432799.7
132026,430885.94
154774,582451.1
181316,705650.2
26452,251716.84
69192,596916.06
48876,281641.97
23995,283589.56
114699,313193.25
14429,442136.62
29310,406862.7
155233,374057.84
140675,409680.88
149085,398621.75
32887,334802.53
124252,440355.7
101533,389814.75
133377,444126.16
166041,472401.72
40559,339020.22
37378,541637.7
33652,386531.6
114468,348805.5
74715,414022.84
64519,691975.2
152802,486094.88
53278,362514.47
34834,340406.94
124152,554143.44
136017,462353.2
154630,387824.4
179253,684700.0
146936,481802.7
97021,344281.5
1925,336071.9
177820,584012.7
83330,482337.38
145449,361946.75
179983,664335.2
167017,472016.03
143174,447103.0
42152,286397.47
118433,353818.56
1085,275028.72
108,249385.45
21504,444193.47
29908,313827.72
70316,507553.97
147948,633943.9
98363,341206.47
162615,543563.94
13447,370986.75
181211,969231.4
158809,517070.94
155623,449901.25
98150,345185.84
71979,512858.3
41846,467028.78
110154,378071.38
18305,390493.16
94821,381687.66
48673,446606.5
43984,332857.0
22290,232550.33
92650,434589.56
29386,390564.7
1810,358784.94
156154,408107.75
93822,674191.0
127679,445783.1
51871,320991.25
8150,335856.4
124650,458128.4
41453,351789.28
134106,425545.4
85212,756133.0
110858,428850.6
129207,500419.44
56369,900640.6
122046,320388.9
80517,383494.12
168013,549098.0
26047,381335.3
100969,377222.03
27240,220393.39
51867,429243.12
184767,930115.44
105710,388073.75
123195,384344.28
120616,420630.06
27126,309532.4
11811,314897.84
178381,597731.44
127074,459354.6
179534,594112.3
8432,335883.6
130518,329750.8
127324,446252.56
162711,440916.44
92750,519375.5
88080,366991.62
139501,295055.53
52121,379632.75
140776,465152.5
258,271222.47
90635,418954.78
125011,492948.7
89929,372641.44
55616,893476.0
143796,462467.34
164854,408681.47
122926,411810.34
68261,408967.12
142713,450931.75
81536,463220.97
121421,508767.78
73311,390510.88
180277,580945.75
128708,723394.3
180204,599543.44
77138,456201.22
162461,688443.75
39775,382180.66
125903,674792.3
106371,350116.28
178198,745536.44
16267,316615.03
134921,528800.06
106158,374290.88
93050,360128.7
141454,459619.75
93644,372580.2
43686,414408.9
157459,425670.06
92229,377375.94
27330,219696.73
44846,303589.88
178490,653592.2
12077,234694.44
173289,724922.5
104334,579371.44
30897,323385.03
27451,294706.47
441,274415.8
28528,280628.06
80302,603189.56
153339,686545.8
133873,800726.1
97142,442768.2
60133,808389.3
11493,321764.88
172125,604882.44
125657,504134.28
135834,390452.3
21497,487536.8
33068,303878.62
107676,424788.0
41602,341076.75
164242,489673.7
78229,563930.06
153717,334710.84
84170,737618.6
24662,349781.84
76220,507295.6
12697,223654.38
163429,576256.0
4753,325354.94
136174,709680.2
60783,535241.2
157864,513908.38
72622,455545.7
62301,413662.8
32531,286086.38
59317,450111.4
83255,514761.6
152904,397286.28
86929,399974.53
50519,314992.44
1999,221506.88
60828,510675.0
36514,283018.03
74380,367173.72
49172,351796.94
166486,423954.47
18610,319250.47
68142,424085.06
45431,423725.47
63158,368209.0
131637,448719.16
92884,536200.3
106513,485868.12
164649,494367.88
23422,303229.47
28506,443209.3
104557,592890.8
52553,424955.66
117870,496314.72
126500,688258.7
151129,487365.44
71900,421505.7
45526,445307.66
128725,1035745.06
169640,471388.62
34730,340496.56
118255,840061.1
42296,275831.1
19810,331487.8
98813,423919.84
113906,451281.25
9532,340090.12
155597,545299.06
18045,257592.19
24885,376683.88
112445,504862.0
117797,681773.06
52337,354333.06
158022,546606.4
34393,387274.2
130435,404767.88
44300,290369.3
113439,483814.12
78135,391127.2
26104,815718.8
111287,416373.44
21086,420639.22
164435,405902.28
129911,387442.2
119934,366121.16
109546,315062.2
